nx,ny,nl,nt,xlong,xlat,hgt,height,z,e,pressure,Tem,QVAPOR,MM,NN
1,1,1,9,104.10107421875,1.3877639770507812,18.679893493652344,21.929256,3.2493629455566406,30.690681,1005.5064,300.84744,0.019582782,386.3485860182415,385.83856000000003
1,1,1,10,104.10107421875,1.3877639770507812,18.679893493652344,21.92925,3.2493572235107417,30.793499,1004.942,300.7921,0.019661843999999998,386.72114371385214,386.21112
1,1,1,11,104.10107421875,1.3877639770507812,18.679893493652344,21.929821,3.249927520751953,30.987076000000002,1005.0491300000001,300.74457,0.0197872,387.6282766854402,387.11816
1,1,1,12,104.10107421875,1.3877639770507812,18.679893493652344,21.929535,3.2496414184570312,31.229242,1005.17114,300.63895,0.019944299,388.8400542882375,388.33
1,1,1,13,104.10107421875,1.3877639770507812,18.679893493652344,21.92719,3.2472972869873047,31.143446,1005.4332,300.50525,0.019882403,388.78310676063364,388.2734
1,1,1,14,104.10107421875,1.3877639770507812,18.679893493652344,21.924932000000002,3.2450389862060547,30.811825,1005.52295,300.36255,0.019662188,387.6804573730889,387.1711
1,1,1,15,104.10107421875,1.3877639770507812,18.679893493652344,21.922941,3.2430477142333984,30.683798,1005.8895,300.22632000000004,0.019570561,387.47860673465226,386.96957000000003
1,1,1,16,104.10107421875,1.3877639770507812,18.679893493652344,21.923075,3.2431812286376958,30.658358000000003,1005.9229,300.17117,0.019553155,387.47639990803435,386.96735
1,1,1,17,104.10107421875,1.3877639770507812,18.679893493652344,21.922098000000002,3.2422046661376958,30.583547999999997,1005.8914,300.12277,0.019504575,387.24116972128576,386.73227
1,1,1,18,104.10107421875,1.3877639770507812,18.679893493652344,21.918694,3.238800048828125,30.293253000000004,1005.9338,299.93557999999996,0.019312855,386.36841242797266,385.86005
1,1,1,19,104.10107421875,1.3877639770507812,18.679893493652344,21.918039999999998,3.2381458282470703,30.2461,1006.3186,299.87994,0.019274257,386.3672111078926,385.85895
1,1,1,20,104.10107421875,1.3877639770507812,18.679893493652344,21.917135000000002,3.2372417449951167,30.082102000000003,1006.2603,299.80667,0.019167675,385.79639049093527,385.28827
1,1,1,21,104.10107421875,1.3877639770507812,18.679893493652344,21.914923,3.2350292205810547,29.87211,1006.16315,299.69626,0.019031676,385.0867841771775,384.579
1,1,1,22,104.10107421875,1.3877639770507812,18.679893493652344,21.914772,3.2348785400390625,29.698526,1006.0169699999999,299.69016,0.01892055,384.33837795781477,383.83063
1,1,1,23,104.10107421875,1.3877639770507812,18.679893493652344,21.915135999999997,3.2352428436279297,29.637718,1006.1756,299.7301,0.018877568,384.0594434401356,383.55163999999996
1,1,1,24,104.10107421875,1.3877639770507812,18.679893493652344,21.916098,3.2362041473388667,29.847101000000002,1006.4217,299.77643,0.01901022,384.9140865150491,384.40612999999996
1,1,1,1,104.10107421875,1.3877639770507812,18.679893493652344,21.893774,3.2138805389404297,29.060125,1006.5796,297.9387,0.018491087,384.78478911697283,384.28033
1,1,1,2,104.10107421875,1.3877639770507812,18.679893493652344,21.914997,3.2351036071777344,29.063435,1007.0086699999999,299.90427,0.01848514,381.5992165072861,381.09143
1,1,1,3,104.10107421875,1.3877639770507812,18.679893493652344,21.918343,3.2384490966796875,29.045603000000003,1007.4122,300.22677999999996,0.018465843,381.09153239091967,380.58322000000004
1,1,1,4,104.10107421875,1.3877639770507812,18.679893493652344,21.920628,3.240734100341797,29.255159999999997,1007.8778,300.41573999999997,0.018594204,381.76330828423437,381.25464
1,1,1,5,104.10107421875,1.3877639770507812,18.679893493652344,21.924122,3.2442283630371094,29.231298,1006.9409,300.6224,0.018596388000000002,381.0783709081632,380.56915
1,1,1,6,104.10107421875,1.3877639770507812,18.679893493652344,21.92729,3.2473964691162114,29.000269,1006.7965,301.15955,0.018447775,379.1979782854139,378.68826
1,1,1,7,104.10107421875,1.3877639770507812,18.679893493652344,21.930794,3.2509002685546875,28.84355,1005.93286,301.47913,0.018361358,377.80530925194483,377.29504
1,1,1,8,104.10107421875,1.3877639770507812,18.679893493652344,21.933744,3.2538509368896484,28.9031,1005.1666,301.7002,0.01841483,377.4896102831027,376.97888
1,1,1,9,104.10107421875,1.3877639770507812,18.679893493652344,21.93644,3.2565460205078125,29.104815000000002,1004.7336,301.8941,0.018555412,377.8861209532283,377.37497
1,1,1,10,104.10107421875,1.3877639770507812,18.679893493652344,21.936317000000003,3.2564239501953125,29.493807,1004.7929,301.8338,0.018809766000000002,379.59316356050005,379.08203
1,1,1,11,104.10107421875,1.3877639770507812,18.679893493652344,21.935707,3.2558135986328125,29.973778000000003,1004.7939,301.51135,0.019125262,382.09727918474886,381.58624
1,1,1,12,104.10107421875,1.3877639770507812,18.679893493652344,21.933735000000002,3.2538414001464844,30.539633000000002,1004.9584,301.1831,0.019494341999999998,385.01622011432886,384.5055
1,1,1,13,104.10107421875,1.3877639770507812,18.679893493652344,21.932137,3.2522430419921875,30.911432,1005.4107,300.94305,0.01973004,387.0707788043785,386.5603
1,1,1,14,104.10107421875,1.3877639770507812,18.679893493652344,21.93129,3.2513961791992188,31.041412,1005.7003,300.83075,0.01980976,387.8729530086586,387.3626
1,1,1,15,104.10107421875,1.3877639770507812,18.679893493652344,21.930548,3.2506542205810547,31.118855,1005.37494,300.69347999999997,0.019867392,388.3436007100771,387.83337
1,1,1,16,104.10107421875,1.3877639770507812,18.679893493652344,21.93045,3.250556945800781,31.1756,1005.63385,300.66693,0.01989949,388.69014305889533,388.17992999999996
1,1,1,17,104.10107421875,1.3877639770507812,18.679893493652344,21.930145,3.2502517700195312,31.225123999999997,1005.8703,300.6704,0.019927278,388.94943353703553,388.43927
1,1,1,18,104.10107421875,1.3877639770507812,18.679893493652344,21.930372,3.2504787445068364,31.27865,1005.8615,300.66205,0.019962715,389.1825013897928,388.6723
1,1,1,19,104.10107421875,1.3877639770507812,18.679893493652344,21.929771,3.2498779296875,31.295715,1005.7707,300.574,0.019975819,389.3810765187532,388.87097
1,1,1,20,104.10107421875,1.3877639770507812,18.679893493652344,21.929888000000002,3.2499942779541016,31.346770000000003,1006.07635,300.54797,0.02000318,389.7156895074828,389.20557
1,1,1,21,104.10107421875,1.3877639770507812,18.679893493652344,21.92859,3.2486972808837886,31.261576,1006.1539300000001,300.45776,0.019945486000000002,389.5392774331328,389.02936
1,1,1,22,104.10107421875,1.3877639770507812,18.679893493652344,21.92634,3.2464466094970703,31.004559999999998,1005.7818599999999,300.35397,0.019783838,388.5591878368574,388.04962
1,1,1,23,104.10107421875,1.3877639770507812,18.679893493652344,21.925976000000002,3.246082305908203,31.006687,1005.97656,300.3177,0.019781288,388.68062113383337,388.1711
1,1,1,24,104.10107421875,1.3877639770507812,18.679893493652344,21.926660000000002,3.2467670440673833,31.068329,1006.2413300000001,300.35446,0.019816482,388.94076889438065,388.43115
1,1,1,1,104.10107421875,1.3877639770507812,18.679893493652344,21.897564000000003,3.217670440673828,27.709726,1006.4363400000001,298.55872,0.017610075,378.0462177248469,377.54117
1,1,1,2,104.10107421875,1.3877639770507812,18.679893493652344,21.915531,3.235637664794922,29.003807000000002,1007.1247,299.8845,0.018443903,381.41506571448633,380.9072
1,1,1,3,104.10107421875,1.3877639770507812,18.679893493652344,21.920801,3.2409076690673833,29.270628000000002,1006.4082,300.3107,0.01863231,381.62319880904516,381.1145
1,1,1,4,104.10107421875,1.3877639770507812,18.679893493652344,21.925192000000003,3.2452983856201167,29.392621999999996,1007.18713,300.6516,0.018697396,381.7591113699903,381.24973
1,1,1,5,104.10107421875,1.3877639770507812,18.679893493652344,21.92784,3.2479457855224614,29.26602,1006.61,300.95425,0.018625442,380.5840813524961,380.07428
1,1,1,6,104.10107421875,1.3877639770507812,18.679893493652344,21.929804,3.2499103546142583,28.798515000000002,1005.99585,301.29913,0.018330665,377.93250372735014,377.4224
1,1,1,7,104.10107421875,1.3877639770507812,18.679893493652344,21.930882,3.250988006591797,28.250479,1005.1426,301.5577,0.017987449,375.04018630466516,374.5299
1,1,1,8,104.10107421875,1.3877639770507812,18.679893493652344,21.931023,3.251129150390625,27.790583,1004.8570599999999,301.73895,0.01769147,372.78813326345704,372.27783
1,1,1,9,104.10107421875,1.3877639770507812,18.679893493652344,21.932178,3.2522850036621094,27.534157,1004.28296,301.90088,0.017533928,371.3306730860463,370.8202
1,1,1,10,104.10107421875,1.3877639770507812,18.679893493652344,21.933313000000002,3.2534198760986333,27.59633,1003.8208,302.03952000000004,0.017582962,371.24439491819237,370.73373
1,1,1,11,104.10107421875,1.3877639770507812,18.679893493652344,21.93381,3.2539157867431636,27.834546999999997,1003.85864,302.04834,0.017738381,372.2139856963905,371.70325
1,1,1,12,104.10107421875,1.3877639770507812,18.679893493652344,21.933489,3.253595352172852,28.373343,1004.0837,301.818,0.018087558,374.8486094728517,374.33792
1,1,1,13,104.10107421875,1.3877639770507812,18.679893493652344,21.93235,3.2524566650390625,28.616037,1004.4469,301.71692,0.018240021999999998,376.10059749116476,375.5901
1,1,1,14,104.10107421875,1.3877639770507812,18.679893493652344,21.931820000000002,3.2519264221191406,28.823935,1004.1116,301.5363,0.01838277,377.1623428768648,376.65192
1,1,1,15,104.10107421875,1.3877639770507812,18.679893493652344,21.930737,3.250843048095703,29.026213000000002,1004.2213,301.3842,0.018513529,378.27087644242624,377.76062
1,1,1,16,104.10107421875,1.3877639770507812,18.679893493652344,21.928102,3.2482089996337886,29.32677,1004.82166,301.04807,0.018699484,380.2172098251101,379.70737
1,1,1,17,104.10107421875,1.3877639770507812,18.679893493652344,21.925104,3.2452106475830083,29.682812,1005.177,300.7096,0.018926518,382.34048797937936,381.83112
1,1,1,18,104.10107421875,1.3877639770507812,18.679893493652344,21.923676999999998,3.2437839508056636,29.939971999999997,1005.2283,300.5363,0.01909452,383.7062918753288,383.19714
1,1,1,19,104.10107421875,1.3877639770507812,18.679893493652344,21.92289,3.2429962158203125,30.085503000000003,1005.5359,300.39673,0.019184146000000003,384.6227026553042,384.11368
1,1,1,20,104.10107421875,1.3877639770507812,18.679893493652344,21.922773,3.2428798675537114,30.209263,1005.5288,300.34533999999996,0.019265646,385.219577703684,384.71057
1,1,1,21,104.10107421875,1.3877639770507812,18.679893493652344,21.923693,3.2437992095947266,30.382145,1005.4282,300.32552999999996,0.019381333,385.94228670200766,385.43314
1,1,1,22,104.10107421875,1.3877639770507812,18.679893493652344,21.922873000000003,3.2429790496826167,30.524271000000002,1005.6658,300.20342999999997,0.019470094,386.79970191401117,386.29068
1,1,1,23,104.10107421875,1.3877639770507812,18.679893493652344,21.922709,3.2428150177001958,30.598029999999998,1005.5487699999999,300.10065,0.019520958999999997,387.25051234899,386.74152000000004
1,1,1,24,104.10107421875,1.3877639770507812,18.679893493652344,21.922698999999998,3.2428054809570312,30.740463000000002,1005.1596,300.02106000000003,0.019622527,387.8763043091223,387.3673
1,1,1,1,104.10107421875,1.3877639770507812,18.679893493652344,21.896906,3.2170124053955083,29.262388,1007.62,298.4628,0.018603836999999998,385.01385735874186,384.5089
1,1,1,2,104.10107421875,1.3877639770507812,18.679893493652344,21.918398,3.2385044097900386,28.90966,1006.6417,300.17307,0.018391347,380.41920830926165,379.9109
1,1,1,3,104.10107421875,1.3877639770507812,18.679893493652344,21.918682,3.238788604736328,28.542872999999997,1006.84796,300.33395,0.018147372,378.68820433286567,378.17984
1,1,1,4,104.10107421875,1.3877639770507812,18.679893493652344,21.922787,3.2428932189941406,27.967924,1006.4249,300.85773,0.017779061999999998,375.3469296528582,374.83792
1,1,1,5,104.10107421875,1.3877639770507812,18.679893493652344,21.926163,3.2462692260742188,27.52453,1006.1378,301.34805,0.017494405,372.65519881289634,372.14566
1,1,1,6,104.10107421875,1.3877639770507812,18.679893493652344,21.93048,3.250585556030273,27.44805,1005.2061,301.7754,0.017461054,371.41619125076414,370.90598
1,1,1,7,104.10107421875,1.3877639770507812,18.679893493652344,21.935095,3.25520133972168,27.238605,1004.80756,302.2743,0.01733117,369.66212449008674,369.15117999999995
1,1,1,8,104.10107421875,1.3877639770507812,18.679893493652344,21.939557999999998,3.2596645355224614,27.400208000000003,1004.4815699999999,302.66345,0.017442692,369.6198257712138,369.1082
1,1,1,9,104.10107421875,1.3877639770507812,18.679893493652344,21.942307,3.262413024902344,28.089918,1003.81995,302.6704,0.01790652,372.2478511716297,371.73578
1,1,1,10,104.10107421875,1.3877639770507812,18.679893493652344,21.944035,3.264141082763672,28.742773,1003.5066,302.5377,0.018340858,375.04151840581187,374.52917
1,1,1,11,104.10107421875,1.3877639770507812,18.679893493652344,21.943873999999997,3.263980865478516,28.972887,1003.7125,302.4143,0.018488154,376.2335098594722,375.7212
1,1,1,12,104.10107421875,1.3877639770507812,18.679893493652344,21.941034,3.2611408233642583,29.534542,1004.1691,302.0682,0.018848587,379.2123731649983,378.7005
1,1,1,13,104.10107421875,1.3877639770507812,18.679893493652344,21.938684,3.2587909698486333,29.546691999999997,1003.65533,301.7722,0.018866522,379.6196886552707,379.1082
1,1,1,14,104.10107421875,1.3877639770507812,18.679893493652344,21.936611,3.2567176818847656,29.791603000000002,1003.8714,301.50253,0.019023468999999998,381.127297799753,380.61612
1,1,1,15,104.10107421875,1.3877639770507812,18.679893493652344,21.935022,3.2551288604736333,29.805079,1004.4662,301.41747999999995,0.019020723,381.4774207308423,380.9665
1,1,1,16,104.10107421875,1.3877639770507812,18.679893493652344,21.933546,3.2536525726318364,29.805609000000004,1004.7556,301.29535,0.019015424,381.7579202120578,381.24722
1,1,1,17,104.10107421875,1.3877639770507812,18.679893493652344,21.932522,3.252628326416016,29.72832,1004.37604,301.1357,0.018971996,381.6091083220645,381.09857
1,1,1,18,104.10107421875,1.3877639770507812,18.679893493652344,21.93144,3.2515468597412114,29.7463,1004.50446,301.08575,0.01898132,381.7995513666932,381.28918
1,1,1,19,104.10107421875,1.3877639770507812,18.679893493652344,21.929329,3.2494354248046875,29.667583,1004.7531,300.88477,0.018924735,381.8755444161578,381.3655
1,1,1,20,104.10107421875,1.3877639770507812,18.679893493652344,21.927052,3.2471580505371094,29.557040999999998,1004.9277,300.7012,0.018848712,381.77167133169036,381.26199999999994
1,1,1,21,104.10107421875,1.3877639770507812,18.679893493652344,21.923842999999998,3.2439498901367188,29.399820000000002,1004.7127,300.43393,0.01874956,381.5136909682454,381.00452
1,1,1,22,104.10107421875,1.3877639770507812,18.679893493652344,21.921663,3.2417697906494136,29.280440000000002,1004.7418,300.2663,0.018670583,381.30753823027214,380.7987
1,1,1,23,104.10107421875,1.3877639770507812,18.679893493652344,21.919601,3.239707946777344,29.206314000000003,1005.0647,300.11612,0.018615741,381.33492456165817,380.82642000000004
1,1,1,24,104.10107421875,1.3877639770507812,18.679893493652344,21.91705,3.2371559143066406,29.173285999999997,1005.24603,299.91998,0.018590607,381.5727136887667,381.0646
1,1,1,1,104.10107421875,1.3877639770507812,18.679893493652344,21.916653,3.236759185791016,29.784256,1005.3554,300.02493,0.018989703,383.95702031425515,383.44897000000003
1,1,1,2,104.10107421875,1.3877639770507812,18.679893493652344,21.92594,3.24604606628418,29.302902000000003,1005.783,300.75015,0.018665412,380.8622865881955,380.35278
1,1,1,3,104.10107421875,1.3877639770507812,18.679893493652344,21.928892,3.248998641967773,29.286945000000003,1005.87274,301.0446,0.01865323,380.33015725467067,379.8202
1,1,1,4,104.10107421875,1.3877639770507812,18.679893493652344,21.93064,3.2507457733154297,29.216573999999998,1005.24365,301.26566,0.018619062,379.5120721115569,379.00183
1,1,1,5,104.10107421875,1.3877639770507812,18.679893493652344,21.93233,3.2524356842041016,29.227045,1004.4204,301.40134,0.018641658000000002,379.1187216393934,378.60822
1,1,1,6,104.10107421875,1.3877639770507812,18.679893493652344,21.933811,3.253917694091797,29.200059999999997,1003.88525,301.53595,0.018634155,378.64797647428594,378.13723999999996
1,1,1,7,104.10107421875,1.3877639770507812,18.679893493652344,21.933918,3.2540245056152344,29.066675,1003.4304,301.5947,0.018555157,377.8870069114291,377.37625
1,1,1,8,104.10107421875,1.3877639770507812,18.679893493652344,21.934046,3.2541522979736333,29.078377000000003,1003.84125,301.64977999999996,0.018555026999999998,377.95001525112497,377.43924
1,1,1,9,104.10107421875,1.3877639770507812,18.679893493652344,21.933851,3.2539577484130864,29.281435,1003.8923,301.62936,0.01868751,378.8292266577459,378.31847999999997
1,1,1,10,104.10107421875,1.3877639770507812,18.679893493652344,21.93209,3.252197265625,29.354202,1003.5415,301.3772,0.018742096,379.4544996466073,378.94403
1,1,1,11,104.10107421875,1.3877639770507812,18.679893493652344,21.930437,3.250543594360352,29.690184000000002,1003.4082599999999,301.15054,0.01896575,381.17775082651815,380.66754
1,1,1,12,104.10107421875,1.3877639770507812,18.679893493652344,21.9276,3.24770736694336,30.036579999999997,1003.05365,300.69424,0.019200847,383.2780441741632,382.76828
1,1,1,13,104.10107421875,1.3877639770507812,18.679893493652344,21.926586,3.246692657470703,30.517923,1003.8845,300.48187,0.01950154,385.83913368341257,385.32953
1,1,1,14,104.10107421875,1.3877639770507812,18.679893493652344,21.926609,3.246715545654297,30.816898,1003.9244,300.3577,0.019697836,387.2970535357357,386.78745
1,1,1,15,104.10107421875,1.3877639770507812,18.679893493652344,21.926520999999997,3.2466278076171875,30.953257,1004.5553,300.36273,0.019774942,388.0151488951248,387.50555
1,1,1,16,104.10107421875,1.3877639770507812,18.679893493652344,21.927204,3.2473106384277344,31.107807,1004.5881,300.35825,0.019876165,388.6704379578547,388.16074
1,1,1,17,104.10107421875,1.3877639770507812,18.679893493652344,21.926939,3.247045516967773,31.169407,1004.4955,300.30984,0.01991868,388.98454429328285,388.47488
1,1,1,18,104.10107421875,1.3877639770507812,18.679893493652344,21.925413,3.2455196380615234,31.101528000000002,1004.4497,300.1622,0.019874852,388.94594419374886,388.43652000000003
1,1,1,19,104.10107421875,1.3877639770507812,18.679893493652344,21.923251999999998,3.243358612060547,30.968826,1004.8128,300.00142999999997,0.019779975,388.7667414710578,388.25766
1,1,1,20,104.10107421875,1.3877639770507812,18.679893493652344,21.922234,3.242340087890625,30.75062,1005.1138300000001,299.96848,0.01963014,387.9967146588914,387.4878
1,1,1,21,104.10107421875,1.3877639770507812,18.679893493652344,21.920929,3.241035461425781,30.602062,1005.3179,299.91708,0.01952824,387.5215037796004,387.0128
1,1,1,22,104.10107421875,1.3877639770507812,18.679893493652344,21.917686,3.23779296875,30.187665999999997,1004.91156,299.70662999999996,0.019263636,386.05590694333483,385.5477
1,1,1,23,104.10107421875,1.3877639770507812,18.679893493652344,21.914762,3.2348690032958984,29.742353,1005.1612,299.5391,0.018965948,384.5546850546658,384.04694
1,1,1,24,104.10107421875,1.3877639770507812,18.679893493652344,21.912312,3.2324180603027344,29.382472999999997,1005.66846,299.3839,0.018719818,383.4513035254657,382.94394
1,1,1,1,104.10107421875,1.3877639770507812,18.679893493652344,21.9234,3.2435073852539062,31.725437,1005.8546,299.90448,0.020257294,392.341136160572,391.83203
1,1,1,2,104.10107421875,1.3877639770507812,18.679893493652344,21.929893,3.25,30.162899,1005.1696,300.57114,0.01924225,384.5537641360909,384.04364
1,1,1,3,104.10107421875,1.3877639770507812,18.679893493652344,21.931997,3.2521038055419917,29.996871999999996,1004.95056,300.79987,0.019137373,383.4265003578569,382.91605
1,1,1,4,104.10107421875,1.3877639770507812,18.679893493652344,21.933006,3.25311279296875,29.835783000000003,1005.3175699999999,300.96823,0.0190243,382.57460794851517,382.064
1,1,1,5,104.10107421875,1.3877639770507812,18.679893493652344,21.9325,3.2526073455810547,29.661392,1004.8186,301.0388,0.018919395,381.6098069331837,381.09927000000005
1,1,1,6,104.10107421875,1.3877639770507812,18.679893493652344,21.932434,3.2525405883789062,29.128777000000003,1003.8862,301.1483,0.01858729,378.995996406063,378.48547
1,1,1,7,104.10107421875,1.3877639770507812,18.679893493652344,21.933657,3.2537631988525386,28.760777,1003.40344,301.40862999999996,0.018354628,376.93066706827307,376.41995
1,1,1,8,104.10107421875,1.3877639770507812,18.679893493652344,21.936451,3.2565574645996094,28.518332,1002.6872,301.73917,0.018208755,375.2120810014602,374.70092999999997
1,1,1,9,104.10107421875,1.3877639770507812,18.679893493652344,21.938175,3.258281707763672,28.478984999999998,1002.1105,301.92715,0.018193668,374.5971477833672,374.08572000000004
1,1,1,10,104.10107421875,1.3877639770507812,18.679893493652344,21.93954,3.2596473693847656,28.429147999999998,1001.7266,302.06744,0.018168063999999998,374.0671802545301,373.55554
1,1,1,11,104.10107421875,1.3877639770507812,18.679893493652344,21.940018,3.2601242065429688,28.546232,1001.9880400000001,302.09937,0.018240182,374.56118210143035,374.04947000000004
1,1,1,12,104.10107421875,1.3877639770507812,18.679893493652344,21.93925,3.259357452392578,29.190763,1002.3279,301.8684,0.01865786,377.66219700466166,377.1506
1,1,1,13,104.10107421875,1.3877639770507812,18.679893493652344,21.937923,3.2580299377441406,29.716476,1002.4799,301.59265,0.019001175,380.3111280406257,379.79974
1,1,1,14,104.10107421875,1.3877639770507812,18.679893493652344,21.937706,3.2578125,30.244633,1002.4092400000001,301.3206,0.019350799,382.9157081691423,382.40436
1,1,1,15,104.10107421875,1.3877639770507812,18.679893493652344,21.937584,3.2576904296875,30.579817,1003.0179,301.25543,0.019559748000000002,384.55967094242965,384.04834
1,1,1,16,104.10107421875,1.3877639770507812,18.679893493652344,21.936523,3.256629943847656,30.876392,1003.28015,301.08963,0.019750144,386.128077485314,385.6169
1,1,1,17,104.10107421875,1.3877639770507812,18.679893493652344,21.935570000000002,3.25567626953125,31.073535999999997,1003.05865,300.90033,0.01988481,387.2055645141698,386.69455
1,1,1,18,104.10107421875,1.3877639770507812,18.679893493652344,21.934145,3.2542514801025386,31.237216999999998,1003.15045,300.71347000000003,0.01999103,388.2240481528583,387.71326
1,1,1,19,104.10107421875,1.3877639770507812,18.679893493652344,21.933548000000002,3.2536544799804688,31.343039,1003.7849,300.57892000000004,0.02004785,389.0559246618282,388.54523
1,1,1,20,104.10107421875,1.3877639770507812,18.679893493652344,21.929335000000002,3.2494411468505864,30.693806,1004.00354,300.36517000000003,0.019615078,386.79619961117226,386.28616
1,1,1,21,104.10107421875,1.3877639770507812,18.679893493652344,21.922157000000002,3.2422637939453125,29.788090000000004,1004.1026,299.92593,0.019016642,383.81695414854363,383.30804
